anime_id,source_type,score,popularity_rank,members_count,favorites_count,total_count,emotion
36654,Novel,6.51,4536,16079,7,16079,joy
282,Manga,7.17,4537,16052,74,16052,fear
37405,Other,7.17,4539,16091,101,16091,sadness
39592,Manga,8.09,4540,16080,75,16080,sadness
4197,Game,6.55,4542,16009,17,16009,fear
8687,Manga,7.67,4544,16000,176,15994,sadness
1108,Manga,7.05,4546,15995,69,15995,fear
3840,Original,6.05,4547,15977,6,15977,anger
37175,Web manga,7.32,4547,16012,63,16012,fear
1351,Original,5.92,4550,15983,69,15983,anger
40940,Game,5.98,4551,15956,24,15956,sadness
2135,Visual novel,7.15,4552,15921,115,15921,love
36945,Original,5.16,4553,15930,17,15930,joy
2603,Light novel,6.58,4555,15876,28,15876,surprise
38157,Game,5.79,4556,15865,24,15865,joy
2108,Game,7.16,4558,15837,37,15837,joy
5020,Manga,4.6,4559,15820,25,15820,joy
1103,Original,6.63,4562,15815,35,15815,fear
1929,Original,6.98,4563,15828,35,15828,sadness
36729,Light novel,6.44,4564,15826,22,15826,sadness
38915,Manga,4.37,4567,15777,15,15777,fear
1587,Original,6.81,4571,15695,25,15695,fear
19581,Manga,6.65,4574,15723,94,15723,True
1760,Manga,6.8,4575,15658,45,15658,anger
4657,Game,6.6,4577,15643,33,15643,anger
1468,Manga,6.12,4578,15659,33,15659,joy
12055,Manga,6.71,4579,15635,64,15635,joy
41051,Light novel,7.05,4580,15667,92,15667,sadness
38866,Manga,7.37,4581,15687,131,15687,joy
914,Manga,7.34,4582,15634,136,15634,anger
1488,Manga,7.53,4584,15628,213,15628,anger
48252,Manga,7.06,4585,15625,155,15625,surprise
3674,Manga,7.47,4586,15607,8,15607,True
36040,Manga,5.0,4587,15625,38,15625,joy
41266,Manga,6.84,4588,15602,57,15602,fear
23361,Manga,7.04,4589,15598,16,15598,joy
2744,4-koma manga,7.21,4590,15559,59,15559,fear
35313,Game,5.61,4591,15592,41,15592,joy
33419,Manga,6.59,4592,15592,19,15592,joy
33362,Original,7.27,4593,15567,70,15567,joy
38670,Music,6.18,4594,15559,64,15559,fear
9608,Manga,5.81,4595,15523,8,15523,sadness
10924,Other,6.36,4597,15464,14,15464,joy
236,Manga,6.57,4598,15459,20,15459,fear
33341,Book,6.35,4599,15464,8,15464,joy
18655,Visual novel,7.23,4600,15475,94,15475,sadness
25341,Manga,7.63,4601,15457,28,15457,joy
38083,Game,5.9,4604,15409,16,15409,anger
1350,Original,6.55,4605,15391,24,15391,fear
38226,Manga,5.82,4606,15386,25,15386,joy
10260,Game,6.51,4607,15352,34,15352,joy
1921,Manga,7.84,4608,15357,204,15357,joy
2512,Manga,7.35,4609,15342,10,15342,anger
28961,Manga,7.08,4610,15376,100,15376,fear
615,Original,6.65,4611,15321,49,15321,joy
16143,Manga,7.17,4613,15297,9,15297,joy
1184,Light novel,6.96,4617,15281,46,15281,fear
19051,Visual novel,7.09,4618,15298,64,15298,anger
2253,Manga,7.23,4619,15289,110,15289,anger
21755,Manga,7.66,4620,15312,47,15312,anger
33788,Music,6.56,4621,15284,86,15284,joy
13201,Game,6.76,4622,15250,13,15250,joy
1211,Original,7.76,4623,15257,78,15257,anger
3559,Manga,7.4,4623,15252,134,15252,joy
37764,Novel,6.6,4626,15290,32,15290,sadness
37023,Game,7.08,4628,15249,57,15249,fear
37760,Original,6.86,4630,15215,37,15215,fear
668,Manga,5.66,4631,15177,14,15177,joy
33219,Music,6.25,4634,15176,24,15176,fear
32287,Original,6.6,4636,15194,48,15194,fear
37362,Game,6.3,4638,15156,44,15156,joy
266,Game,6.72,4639,15121,22,15121,fear
1190,Manga,7.41,4640,15101,20,15101,anger
33447,Web manga,5.81,4641,15113,11,15113,joy
55,Game,6.45,4642,15091,13,15091,fear
3545,Manga,7.75,4643,15099,155,15099,anger
13283,Original,6.43,4645,15080,16,15080,joy
39605,Manga,6.69,4647,15071,5,15071,joy
2848,Original,7.53,4648,15060,43,15060,anger
33729,Game,7.04,4650,15030,9,15030,anger
12143,Manga,7.28,4652,14968,52,14968,joy
1707,Manga,6.87,4653,14972,50,14972,sadness
2205,Original,6.82,4654,14955,11,14955,anger
42260,Original,3.38,4656,14954,24,14954,fear
23151,Novel,5.84,4657,14940,24,14940,joy
1346,Original,6.26,4658,14931,12,14931,joy
10694,Visual novel,6.93,4659,14913,53,14913,anger
17867,Visual novel,6.94,4660,14906,46,14906,anger
49515,Other,7.1,4663,14880,110,14879,fear
16436,Web manga,3.34,4664,14867,16,14867,fear
1896,Visual novel,6.75,4665,14865,77,14865,love
22699,Manga,6.59,4667,14884,4,14884,anger
37682,Novel,7.52,4668,14936,37,14936,sadness
3174,Manga,6.95,4669,14832,3,14832,joy
28669,Original,7.69,4670,14857,273,14857,joy
10918,Original,7.32,4671,14789,19,14789,sadness
42481,Original,7.26,4672,14840,44,14840,joy
606,Original,7.09,4675,14767,63,14767,fear
1980,Original,6.53,4678,14743,39,14743,joy
979,Game,6.55,4680,14730,21,14730,sadness
1932,Original,7.18,4681,14714,85,14714,joy
1368,Manga,7.42,4682,14675,1,14675,anger
40298,Light novel,6.73,4684,14677,17,14677,anger
1661,Manga,6.37,4685,14663,37,14663,joy
2499,Manga,7.69,4686,14662,11,14662,sadness
1859,Manga,6.83,4688,14679,32,14679,fear
9754,Manga,6.6,4689,14644,13,14644,joy
41061,Manga,7.56,4690,14644,9,14644,fear
40211,Original,8.2,4692,14673,210,14675,fear
1316,Manga,7.13,4694,14649,124,14649,love
1459,Original,7.43,4695,14615,177,14615,anger
23369,Manga,6.73,4696,14620,9,14620,anger
46701,Web manga,6.32,4700,14604,326,14604,love
40145,Card game,5.28,4701,14580,67,14577,joy
37481,Original,5.77,4703,14582,27,14582,joy
2867,Visual novel,6.98,4704,14552,47,14552,anger
346,Visual novel,6.13,4706,14547,16,14547,joy
219,Original,6.78,4709,14532,26,14532,fear
1137,Original,6.94,4710,14536,74,14536,anger
2498,Manga,7.6,4711,14539,13,14539,sadness
49514,Game,4.8,4712,14522,83,14518,anger
12677,Original,6.06,4713,14515,5,14515,fear
9793,Game,7.32,4714,14491,12,14491,anger
758,Original,7.05,4716,14473,19,14473,fear
14145,Visual novel,6.4,4718,14453,37,14453,anger
1861,Manga,7.57,4719,14468,11,14468,anger
1654,Manga,6.79,4720,14444,14,14444,sadness
5684,Original,7.31,4722,14450,137,14450,sadness
45577,Game,8.2,4723,14471,259,14471,anger
1285,Original,5.33,4724,14435,72,14435,fear
2298,Original,7.06,4726,14405,8,14405,joy
1657,Original,4.1,4728,14408,77,14408,joy
33566,Manga,6.65,4731,14447,20,14447,anger
537,Game,5.28,4733,14365,19,14365,anger
10999,Game,7.43,4734,14340,17,14340,anger
342,Light novel,6.92,4735,14337,36,14337,surprise
31789,Visual novel,6.83,4737,14343,27,14343,fear
1146,Original,7.36,4738,14319,14,14319,joy
814,Manga,7.5,4738,14326,26,14326,joy
29808,Visual novel,7.18,4740,14361,80,14361,anger
1954,Manga,6.92,4741,14314,27,14314,fear
2513,Manga,7.22,4742,14295,1,14295,sadness
40853,Manga,8.26,4743,14353,87,14353,joy
31631,Game,5.81,4745,14312,30,14312,anger
736,Manga,5.86,4747,14237,18,14237,joy
353,Original,7.69,4748,14240,204,14240,joy
39728,Original,6.36,4749,14252,31,14252,fear
11457,Manga,6.63,4750,14243,45,14243,fear
1375,Novel,7.72,4753,14223,140,14223,joy
426,Game,6.13,4754,14203,18,14203,fear
23033,Manga,6.73,4757,14234,46,14234,love
18691,Manga,7.25,4760,14216,97,14216,joy
5751,Manga,7.67,4763,14150,22,14150,anger
31810,Visual novel,6.91,4765,14178,79,14178,sadness
8,Manga,6.86,4766,14145,14,14145,sadness
21729,Original,6.75,4767,14169,33,14169,surprise
38026,Light novel,7.02,4768,14152,61,14152,joy
29301,Light novel,6.25,4771,14117,18,14117,sadness
560,Original,7.42,4773,14083,25,14083,fear
27815,Card game,6.45,4775,14070,37,14070,joy
111,Original,6.8,4776,14053,49,14053,fear
5485,Manga,7.61,4777,14044,150,14044,anger
38440,Original,5.52,4780,14022,50,14022,joy
4502,Manga,7.26,4781,14014,59,14014,love
682,Original,6.51,4784,13996,21,13996,sadness
39610,Manga,7.2,4787,14002,15,14002,anger
2931,Manga,6.87,4790,13963,21,13963,anger
5097,Manga,7.18,4791,13951,46,13951,anger
261,Manga,6.81,4792,13937,6,13937,surprise
39725,Game,6.43,4793,13967,113,13967,fear
41611,Web manga,7.98,4795,13951,248,13951,surprise
35028,Visual novel,7.19,4796,13933,77,13933,sadness
2409,Light novel,7.42,4797,13899,119,13899,anger
915,Manga,7.22,4798,13901,230,13901,anger
406,Web manga,6.48,4799,13880,11,13880,sadness
38055,Original,6.46,4800,13909,23,13909,anger
28309,Visual novel,6.72,4801,13888,21,13888,anger
12137,Original,6.84,4802,13857,60,13857,sadness
33730,Game,7.05,4803,13847,6,13847,anger
5538,Manga,7.47,4804,13824,10,13824,joy
21781,Manga,6.88,4805,13866,15,13866,anger
47792,Manga,5.9,4806,13854,159,13854,love
321,Original,5.91,4808,13810,5,13810,anger
930,Original,6.98,4809,13803,94,13803,anger
2842,Game,6.54,4810,13787,4,13787,fear
9335,Manga,6.67,4811,13774,11,13774,joy
9893,Original,7.23,4813,13760,103,13760,joy
1734,Original,6.35,4815,13749,20,13749,fear
41093,Manga,6.65,4815,13783,59,13783,joy
3268,Original,7.4,4817,13749,30,13749,anger
35086,Manga,7.52,4819,13778,26,13778,fear
41556,Manga,6.85,4821,13694,54,13694,joy
14543,Visual novel,6.87,4822,13672,117,13672,fear
31221,Novel,6.1,4825,13659,16,13659,anger
5084,Novel,7.23,4830,13634,20,13634,fear
2332,Original,6.13,4831,13620,10,13620,anger
1270,Manga,6.38,4832,13632,17,13632,joy
1082,Original,6.62,4835,13586,23,13586,sadness
3907,Manga,7.88,4838,13553,72,13553,anger
493,Original,7.09,4843,13503,30,13503,fear
36593,Original,7.68,4844,13531,212,13531,joy
2004,Manga,7.93,4845,13498,130,13498,anger
41361,Web manga,8.23,4847,13703,120,13703,joy
42714,Manga,5.75,4851,13456,42,13456,anger
327,Original,7.4,4853,13453,75,13453,joy
21925,Manga,7.1,4854,13475,73,13475,sadness
11237,4-koma manga,7.78,4855,13425,12,13425,joy
103,Manga,7.33,4856,13429,80,13429,joy
1225,Manga,6.97,4858,13404,35,13404,fear
5155,Novel,6.82,4860,13389,17,13389,love
1136,Original,6.49,4861,13383,73,13383,anger
9737,Original,6.18,4862,13366,13,13366,sadness
38150,Game,5.74,4863,13386,21,13386,anger
15989,Manga,7.55,4865,13361,22,13361,surprise
1445,Manga,6.6,4866,13375,99,13375,joy
4874,Game,6.53,4868,13360,7,13360,joy
33902,Original,5.98,4871,13371,18,13371,joy
8098,Original,7.4,4873,13320,42,13320,fear
428,Original,7.55,4875,13287,12,13287,joy
3015,Novel,6.25,4876,13287,7,13287,anger
438,Visual novel,6.51,4877,13284,14,13284,anger
2756,Original,7.26,4879,13253,42,13253,joy
3537,Visual novel,6.68,4880,13255,70,13255,sadness
35626,Novel,7.25,4881,13270,123,13270,sadness
183,Manga,7.36,4882,13251,76,13251,joy
1637,Manga,6.89,4883,13243,97,13243,joy
13517,Light novel,6.64,4886,13215,16,13215,joy
28157,Visual novel,7.29,4890,13224,81,13224,joy
1912,Visual novel,5.75,4891,13177,16,13177,sadness
34028,Original,5.41,4892,13182,18,13182,sadness
37258,Web manga,5.14,4893,13171,1,13171,anger
1944,Original,7.05,4895,13153,47,13153,love
2222,Manga,7.16,4900,13115,52,13115,joy
1357,Novel,6.99,4901,13111,12,13111,anger
2515,Manga,7.27,4903,13098,5,13098,fear
32455,Original,5.41,4905,13145,24,13145,surprise
35114,Novel,5.22,4908,13075,10,13075,fear
2417,Manga,6.54,4909,13067,14,13067,sadness
1591,Other,6.21,4910,13061,14,13061,joy
34800,Original,6.34,4911,13068,21,13068,joy
364,Manga,7.31,4912,13057,52,13057,anger
1049,Book,6.91,4913,13031,19,13031,sadness
41290,Manga,7.35,4914,13053,50,13053,anger
919,Manga,6.57,4915,13020,12,13020,fear
2866,Visual novel,6.85,4916,13011,61,13011,sadness
33045,Game,6.55,4917,13028,63,13028,joy
37278,Game,5.91,4920,13026,35,13026,joy
10106,Visual novel,7.2,4922,12990,69,12990,fear
704,Visual novel,6.73,4924,12978,3,12978,joy
2136,Original,6.9,4928,12963,79,12963,joy
950,Game,6.5,4929,12966,14,12966,sadness
15649,4-koma manga,7.09,4930,12953,29,12953,joy
798,Original,7.38,4932,12943,36,12943,anger
1517,Manga,6.76,4933,12918,35,12918,fear
1327,Manga,7.36,4935,12921,65,12921,sadness
27509,Light novel,6.85,4936,12940,14,12940,joy
34901,Manga,6.92,4937,12983,90,12983,joy
23579,Manga,6.32,4939,12917,15,12917,joy
5194,Visual novel,6.97,4941,12882,43,12882,fear
33969,Manga,7.21,4943,12896,27,12896,fear
33314,Original,6.36,4945,12904,74,12904,fear
1844,Manga,6.82,4946,12870,25,12870,joy
909,Original,6.3,4948,12863,15,12863,anger
6783,Visual novel,7.34,4950,12854,7,12854,joy
271,Original,6.6,4953,12838,21,12838,joy
33201,Web manga,6.05,4957,12838,9,12838,surprise
1202,Game,6.15,4958,12810,14,12810,joy
31633,Original,4.29,4960,12814,14,12814,anger
13231,Manga,6.0,4961,12804,14,12804,sadness
1085,Visual novel,6.44,4962,12807,18,12807,fear
284,Manga,6.99,4964,12803,56,12803,anger
2828,Novel,7.82,4966,12803,216,12803,sadness
21771,Manga,5.72,4969,12786,10,12786,joy
1145,Original,7.07,4970,12794,31,12794,anger
35777,Other,7.65,4971,12799,139,12799,love
31050,Manga,6.28,4972,12782,14,12782,fear
4600,Manga,6.82,4973,12748,80,12748,joy
5945,Original,6.19,4975,12731,17,12731,sadness
38990,Web novel,7.87,4976,12827,381,12827,sadness
37233,Manga,7.37,4979,12750,108,12750,love
818,Manga,6.13,4980,12707,14,12707,joy
1787,Visual novel,7.01,4987,12649,100,12649,anger
14817,Light novel,7.14,4988,12637,13,12637,joy
6590,Visual novel,7.03,4990,12624,157,12624,anger
842,Manga,7.19,4991,12623,37,12623,fear
21069,Manga,7.04,4992,12674,56,12674,anger
37571,Game,4.34,4993,12605,16,12605,joy
14127,Visual novel,6.82,4994,12577,49,12577,fear
2852,Manga,6.9,4997,12576,47,12576,joy
31370,Manga,7.02,4998,12594,99,12594,fear
3939,Manga,7.12,5001,12555,80,12555,joy
1224,Card game,6.04,5002,12552,16,12552,surprise
24909,Manga,6.79,5003,12563,100,12563,joy
2606,Original,6.6,5004,12544,9,12544,fear
40506,Card game,5.21,5005,12562,25,12562,surprise
36458,Game,5.51,5006,12598,32,12598,anger
33690,Original,4.64,5007,12539,3,12539,fear
5493,Manga,7.56,5009,12520,12,12520,joy
31117,Manga,6.81,5011,12515,42,12515,love
34539,Manga,5.56,5014,12498,36,12498,anger
38201,Manga,7.91,5016,12497,70,12497,sadness
1573,Manga,6.94,5021,12437,31,12437,anger
37963,Manga,6.84,5026,12454,31,12454,anger
16472,Visual novel,7.14,5028,12406,89,12406,sadness
37735,Novel,5.32,5031,12411,12,12411,anger
83,Original,6.82,5033,12386,3,12386,fear
6877,Game,6.54,5035,12377,9,12377,joy
544,Manga,6.8,5036,12374,42,12374,anger
3887,Manga,7.26,5039,12358,9,12358,fear
38389,Light novel,6.07,5040,12377,29,12377,joy
17947,Original,7.51,5041,12367,30,12367,sadness
43465,Manga,7.43,5044,12367,122,12367,sadness
36963,Game,7.98,5045,12362,84,12362,anger
34522,Original,6.46,5047,12329,19,12329,sadness
2143,Manga,7.86,5048,12310,47,12310,joy
2789,Manga,6.25,5049,12313,27,12313,joy
1021,Manga,7.26,5050,12305,106,12305,sadness
108,Manga,7.31,5051,12285,22,12285,anger
14347,Original,5.85,5052,12277,4,12277,anger
9159,Manga,7.08,5053,12280,11,12280,anger
1398,Original,6.87,5055,12277,15,12277,anger
23249,Original,7.72,5056,12283,8,12283,anger
38470,Manga,7.19,5057,12262,90,12262,love
37268,Card game,5.55,5057,12290,21,12290,sadness
10258,Manga,5.55,5058,12261,16,12261,fear
833,Original,6.34,5060,12248,15,12248,anger
2044,Original,7.17,5063,12242,118,12242,joy
1911,Original,7.46,5065,12230,31,12230,anger
336,Visual novel,6.35,5066,12216,29,12216,anger
36737,Visual novel,7.29,5067,12249,78,12249,joy
6581,Game,7.21,5068,12212,11,12212,anger
1492,Manga,6.9,5069,12205,34,12205,fear
6546,Original,4.46,5072,12169,88,12169,joy
40192,Original,7.03,5074,12181,40,12181,joy
6016,Manga,7.16,5075,12160,103,12160,fear
31867,Visual novel,6.35,5077,12155,9,12155,joy
1269,Manga,5.92,5079,12148,7,12148,sadness
33532,Game,5.69,5080,12138,16,12138,joy
1163,Original,6.41,5081,12137,20,12137,fear
2413,Visual novel,6.64,5082,12118,42,12118,joy
1126,Original,7.17,5083,12107,58,12107,fear
2782,Game,5.64,5084,12105,38,12105,joy
1005,Game,6.56,5085,12095,26,12095,anger
1835,Game,7.08,5086,12103,73,12103,anger
3962,Novel,6.07,5088,12091,11,12091,anger
10419,Manga,7.15,5089,12059,47,12059,joy
2214,Manga,7.57,5090,12055,57,12055,anger
1261,Original,6.94,5091,12042,57,12042,anger
29511,Original,6.22,5093,12041,10,12041,love
3914,Other,6.28,5095,12015,39,12015,joy
595,Manga,6.84,5096,12002,4,12002,joy
2330,Manga,7.36,5097,12002,58,12002,joy
21751,Visual novel,7.01,5100,12019,105,12019,sadness
2341,Manga,6.14,5101,11995,61,11995,anger
14539,Visual novel,6.8,5102,11984,31,11984,joy
12857,Original,6.67,5103,11973,8,11973,anger
1187,Manga,6.56,5104,11948,7,11948,anger
1046,Manga,7.04,5106,11944,13,11944,anger
504,Game,6.61,5107,11945,39,11945,fear
2126,Manga,7.37,5108,11939,13,11939,joy
3447,Manga,6.95,5111,11931,11,11931,sadness
33021,Game,4.21,5113,11941,12,11941,anger
6198,Manga,7.24,5115,11905,4,11905,anger
3044,Manga,7.12,5116,11902,73,11902,fear
3771,Visual novel,7.01,5118,11891,72,11891,sadness
825,Game,6.35,5123,11868,22,11868,joy
10703,Manga,7.45,5124,11855,2,11855,fear
2125,Manga,7.31,5125,11857,9,11857,anger
50532,Manga,7.54,5126,11871,43,11871,joy
27619,Manga,5.91,5130,11837,7,11837,anger
22695,Manga,6.63,5131,11818,3,11818,joy
39591,Game,6.95,5132,11824,11,11824,anger
17745,Manga,6.96,5133,11778,44,11778,anger
1041,Manga,6.39,5134,11770,40,11770,anger
2903,Manga,7.35,5134,11785,89,11785,fear
1435,Manga,6.99,5137,11748,26,11748,anger
982,Original,5.82,5138,11733,8,11733,joy
16642,Manga,6.93,5140,11719,55,11719,fear
254,Manga,7.83,5141,11706,22,11706,joy
2152,Other,7.12,5144,11700,28,11700,fear
31890,Original,5.75,5146,11689,11,11689,fear
6385,Game,6.15,5147,11670,2,11670,joy
3419,Manga,6.93,5150,11654,6,11654,anger
2751,Manga,6.91,5153,11643,16,11643,sadness
2523,Visual novel,6.15,5154,11635,14,11635,joy
10870,Manga,7.28,5155,11616,5,11616,joy
16638,Visual novel,6.98,5155,11621,36,11621,fear
34411,Visual novel,4.6,5157,11624,17,11624,fear
17249,Game,7.51,5158,11602,162,11602,joy
2400,Manga,7.18,5160,11583,37,11583,anger
864,Original,6.38,5161,11570,8,11570,anger
1450,Original,7.18,5162,11555,126,11555,joy
582,Manga,7.59,5163,11550,132,11550,surprise
1534,Original,7.17,5164,11551,63,11551,surprise
294,Original,5.77,5165,11533,8,11533,fear
34638,Visual novel,6.65,5166,11569,33,11569,fear
32454,Manga,5.71,5169,11532,6,11532,joy
2042,Manga,6.61,5170,11497,37,11497,joy
35512,Visual novel,7.27,5173,11512,65,11512,joy
37564,Web manga,6.42,5176,11473,11,11473,fear
1792,Original,6.84,5178,11454,29,11454,sadness
1135,Original,7.03,5186,11410,8,11410,sadness
10838,Manga,5.4,5188,11406,9,11406,joy
2500,Manga,7.23,5189,11418,42,11418,sadness
1521,Manga,7.36,5190,11400,28,11400,sadness
1994,Manga,6.19,5192,11361,5,11361,joy
4549,Manga,7.1,5193,11369,25,11369,anger
39800,Manga,7.16,5195,11382,57,11382,anger
33934,Original,6.21,5196,11364,5,11364,joy
3948,Manga,6.69,5199,11328,4,11328,love
1028,Novel,6.92,5200,11363,40,11363,fear
669,Other,6.09,5201,11298,5,11298,sadness
1279,Novel,7.72,5202,11313,93,11313,fear
15045,Manga,5.09,5205,11275,15,11275,joy
1387,Visual novel,6.28,5206,11266,69,11266,surprise
31884,Original,7.13,5207,11297,82,11297,joy
42516,Original,5.76,5210,11278,48,11278,sadness
15313,Web manga,6.16,5211,11255,21,11255,love
19631,Manga,7.09,5214,11264,63,11264,anger
38254,Original,6.4,5216,11260,10,11260,love
1220,Original,5.74,5217,11221,6,11221,love
1246,Manga,7.03,5218,11218,25,11218,joy
39042,Web manga,7.04,5221,11257,91,11257,anger
2580,Manga,6.65,5223,11201,3,11201,joy
38860,Game,5.53,5225,11203,14,11203,anger
1448,Original,6.78,5227,11179,42,11179,anger
973,Original,6.4,5228,11179,19,11179,anger
555,Original,6.24,5230,11164,8,11164,anger
1262,Original,6.35,5231,11174,23,11174,joy
29855,Game,6.88,5232,11182,21,11182,joy
1496,Manga,5.68,5234,11156,6,11156,joy
40111,Other,7.6,5235,11162,50,11162,anger
35673,Manga,7.45,5237,11167,5,11167,love
633,Manga,7.27,5238,11134,71,11134,anger
10827,Visual novel,6.67,5241,11116,34,11116,sadness
23787,Other,6.39,5242,11114,44,11114,fear
37036,Original,6.32,5244,11104,32,11104,joy
3011,Visual novel,6.32,5246,11067,13,11067,sadness
43349,Original,7.3,5247,11087,93,11087,fear
39487,Manga,7.33,5248,11102,8,11102,fear
12057,Light novel,6.65,5249,11064,32,11064,joy
28313,Visual novel,6.69,5251,11103,72,11103,joy
8293,Visual novel,6.72,5252,11052,46,11052,anger
2117,Manga,7.16,5253,11055,14,11055,joy
32026,Manga,7.43,5255,11044,5,11044,sadness
311,Manga,7.0,5257,11042,65,11042,joy
1182,Original,6.62,5259,11019,41,11019,fear
35183,Manga,6.09,5261,11017,11,11017,joy
21267,Game,5.62,5262,11012,4,11012,joy
600,Original,4.82,5263,10996,10,10996,sadness
6787,Original,5.71,5264,10983,13,10983,fear
41877,Original,6.53,5265,10948,22,10948,sadness
1249,Game,6.9,5267,10940,31,10940,anger
44235,Other,8.0,5269,10982,189,10982,joy
14617,Original,7.05,5270,10937,27,10937,fear
15867,Visual novel,6.66,5271,10933,58,10933,sadness
13785,Visual novel,6.74,5272,10932,26,10932,fear
2753,Novel,7.71,5274,10928,24,10928,joy
32423,Visual novel,7.23,5275,10932,45,10932,joy
1341,Manga,5.2,5277,10899,12,10899,fear
4360,Visual novel,6.88,5278,10887,101,10887,sadness
29941,Web manga,4.67,5279,10891,5,10891,joy
2808,Game,7.23,5281,10879,50,10879,anger
10302,Game,7.0,5282,10879,4,10879,joy
8291,Manga,7.17,5283,10880,65,10880,sadness
1490,Original,7.04,5285,10874,41,10874,anger
1191,Novel,7.26,5287,10851,14,10851,joy
3992,Visual novel,6.83,5288,10843,99,10843,anger
39638,Game,7.19,5290,10841,22,10829,love
1541,Manga,6.67,5291,10846,18,10846,fear
1825,Manga,7.39,5293,10835,13,10835,sadness
1846,Original,7.19,5294,10831,41,10831,joy
33302,Manga,7.52,5295,10847,8,10847,joy
1147,Original,7.26,5295,10831,14,10831,anger
27503,Original,5.49,5297,10822,7,10822,fear
35228,Manga,6.93,5298,10846,23,10846,sadness
2294,Original,7.3,5300,10820,31,10820,sadness
546,Visual novel,5.92,5301,10815,7,10815,sadness
2747,Manga,6.97,5302,10813,45,10813,fear
7456,Visual novel,6.62,5303,10807,38,10807,anger
3710,Manga,6.85,5304,10797,38,10797,sadness
30702,Original,7.39,5305,10841,162,10841,joy
1578,Game,6.85,5307,10793,27,10793,joy
733,Manga,6.25,5308,10784,18,10784,joy
31578,Original,4.33,5309,10779,3,10779,anger
1280,Original,6.25,5312,10768,24,10768,joy
21773,Manga,5.8,5313,10758,8,10758,joy
2204,Manga,7.32,5317,10696,50,10696,anger
19953,Original,6.35,5318,10698,8,10698,joy
35424,Manga,7.66,5319,10710,16,10710,fear
11745,Visual novel,6.69,5320,10675,41,10675,sadness
2396,Visual novel,6.85,5321,10678,65,10678,fear
5256,Game,6.62,5322,10674,3,10674,fear
46587,Manga,7.22,5323,10676,10,10676,joy
286,Manga,7.01,5326,10665,30,10665,fear
421,Original,6.64,5327,10662,24,10662,sadness
1359,Visual novel,6.31,5330,10638,33,10638,surprise
38708,Manga,7.29,5332,10649,83,10649,joy
278,Game,6.63,5334,10611,31,10611,joy
28311,Manga,6.83,5334,10640,32,10640,love
631,Manga,7.13,5336,10602,2,10602,anger
9638,Visual novel,6.37,5338,10605,58,10605,sadness
37283,Manga,6.43,5339,10665,60,10665,joy
13245,Manga,7.57,5340,10593,13,10593,anger
141,Manga,6.08,5341,10592,10,10592,fear
951,Manga,7.56,5342,10596,93,10596,joy
373,Manga,6.68,5344,10576,28,10576,anger
2841,Visual novel,6.74,5345,10571,90,10571,joy
16059,Visual novel,6.75,5346,10552,58,10552,anger
1290,Original,6.72,5348,10550,15,10550,anger
36492,Original,6.82,5349,10553,15,10553,sadness
11185,Visual novel,5.96,5350,10539,46,10539,anger
6008,Original,6.68,5351,10525,32,10525,fear
20757,Visual novel,6.56,5352,10542,56,10542,fear
1380,Original,6.24,5353,10510,6,10510,sadness
115,Original,6.82,5354,10521,9,10521,joy
1349,Original,5.9,5355,10517,12,10517,anger
12959,Light novel,6.96,5358,10496,31,10496,anger
604,Original,7.09,5359,10496,39,10496,joy
37264,Light novel,6.26,5360,10520,5,10520,joy
30695,Original,6.26,5362,10508,14,10508,fear
2871,Visual novel,6.27,5364,10474,51,10474,anger
485,4-koma manga,7.26,5365,10474,48,10474,sadness
1988,Original,6.48,5366,10478,5,10478,joy
3010,Other,7.22,5370,10456,59,10456,anger
16211,Other,6.0,5373,10442,1,10442,sadness
11073,Game,6.49,5374,10438,4,10438,joy
13057,Manga,7.13,5375,10430,62,10430,love
17731,Web manga,6.48,5376,10453,13,10453,fear
505,Original,7.25,5377,10430,62,10430,sadness
29083,Visual novel,7.27,5385,10382,35,10382,joy
929,Novel,6.97,5386,10365,32,10365,anger
3626,Original,7.52,5387,10346,17,10346,sadness
32620,Visual novel,7.05,5388,10367,70,10367,sadness
39194,Manga,6.29,5390,10347,7,10347,joy
34402,Original,4.43,5392,10303,10,10303,joy
3449,Original,7.49,5393,10296,4,10296,sadness
9328,Visual novel,6.49,5396,10288,19,10288,anger
36655,Manga,5.19,5397,10289,17,10289,anger
1780,Visual novel,6.57,5399,10280,32,10280,anger
32415,Original,6.79,5401,10293,5,10293,joy
8217,Original,7.41,5403,10266,101,10266,joy
2170,Original,7.08,5404,10250,9,10250,sadness
37204,Game,7.19,5408,10284,52,10284,joy
40085,Original,5.52,5409,10240,7,10240,joy
3970,Visual novel,7.01,5411,10230,57,10230,anger
1410,Original,7.3,5412,10217,23,10217,joy
13163,Other,7.07,5414,10213,25,10213,joy
21407,Original,6.78,5415,10236,52,10236,anger
40337,Visual novel,7.28,5417,10214,63,10214,love
30679,Other,6.19,5418,10215,11,10215,anger
636,Original,6.85,5420,10188,17,10188,anger
37476,Original,6.65,5421,10219,40,10219,fear
10731,Manga,7.5,5422,10172,13,10172,anger
370,Original,6.53,5423,10161,17,10161,sadness
3080,Other,6.01,5425,10154,4,10154,anger
6892,Visual novel,6.84,5426,10148,57,10148,anger
3272,Manga,7.17,5428,10136,64,10136,joy
1408,Visual novel,6.65,5430,10119,44,10119,fear
816,Original,5.44,5433,10116,15,10116,sadness
